data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,popurality,rating
87,Japan,Nagoya,긴테쓰나고야 역(Kintetsu Nagoya Station),알 수 없음,,,,"전화번호: +81 52-541-1094, 홈페이지: http://www.kintetsu.co.jp/station/station_info/station17048.html",https://www.google.com/maps/place/?q=place_id:ChIJM38S9N12A2ARZenfXWsongQ,856,3.8
88,Japan,Nagoya,덴파쿠공원(Tenpaku Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-803-6644, 홈페이지: https://www.city.nagoya.jp/kurashi/category/15-12-16-11-0-0-0-0-0-0.html",https://www.google.com/maps/place/?q=place_id:ChIJPwJhFrdkA2ARzCkdC3Kt364,817,3.9
89,Japan,Nagoya,지쿠사공원(Chikusa Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-781-5211, 홈페이지: http://www.city.nagoya.jp/ryokuseidoboku/page/0000004967.html",https://www.google.com/maps/place/?q=place_id:ChIJ5yLlLllwA2ARUpgFX0IOX-o,677,4.0
90,Japan,Nagoya,고쇼지공원(Koshoji Park),"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,전화번호: +81 52-751-5128,https://www.google.com/maps/place/?q=place_id:ChIJ98LKy8N6A2ARnVrcgTJ0f_M,345,3.8
91,Japan,Nagoya,Inabaji Park,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-972-2470, 홈페이지: http://www.city.nagoya.jp/index.html",https://www.google.com/maps/place/?q=place_id:ChIJs_Tp12p2A2ARLvjdbNsbHOQ,331,3.8
92,Japan,Nagoya,Hosoguchiike Park,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,"전화번호: +81 52-803-6644, 홈페이지: http://www.city.nagoya.jp/ryokuseidoboku/page/0000058605.html",https://www.google.com/maps/place/?q=place_id:ChIJ6Tug1ZhkA2ARc4pZZPo0E2g,220,3.9
93,Japan,Nagoya,오스칸논,"월, 화, 수, 목, 금, 토, 일: 오전 6:00 ~ 오후 7:00",,,,전화번호: +81522316525 홈페이지: http://www.osu-kannon.jp/,https://maps.app.goo.gl/3mzBQmq7g4EeJKv96,10743,4.2
94,Japan,Nagoya,진종 오타니파 나고야별원,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 4:30",,,,전화번호: +81523219201 홈페이지: https://www.ohigashi.net/,https://maps.app.goo.gl/dQh6F4AEVv2kQBb69,1577,4.1
95,Japan,Nagoya,"마츠자카야백화점 나고야점","월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 8:00",,,,전화번호: +815017827000 홈페이지: https://www.ohigashi.net/,https://maps.app.goo.gl/3Au1yRpuotGP22t3A,11604,3.9
96,Japan,Nagoya,오스상점가,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,전화번호: +81522612287 홈페이지: https://osu.nagoya/,https://maps.app.goo.gl/82GKVyoX9eTuxPae9,9378,4.2
97,Japan,Nagoya,Miwa Shrine,"월, 화, 수, 목, 금, 토, 일: 오전 9:00 ~ 오후 5:00",,,,전화번호: +81522417468 홈페이지: http://miwajinnjya.com/,https://maps.app.goo.gl/WUsy98S7WoWpKecr7,1649,4.2
98,Japan,Nagoya,Electricity Museum,"월, 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 5:00",,,,전화번호: +81522011026 홈페이지: http://www.chuden.co.jp/e-museum/,https://maps.app.goo.gl/dG9dvcjYLut3VixQ9,1164,4.2
99,Japan,Nagoya,"엔도지 상점가",알 수 없음,,,,전화번호: +81525516800 홈페이지: https://endojishotengai.com/,https://maps.app.goo.gl/FQF52VqizN69bUTcA,1341,3.8
100,Japan,Nagoya,"JR Nagoya Takashimaya","월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 8:00",,,,전화번호: +81525661101 홈페이지: https://www.jr-takashimaya.co.jp/,https://maps.app.goo.gl/ocm441eSvA76C1FV7,11053,4.0
101,Japan,Nagoya,이 박물관,"월, 화, 수, 금: 휴무, 목, 토: 오전 10:00~오후 12:00, 오후 1:00~4:00",,,,전화번호: +81529628020 홈페이지: https://aichi8020.net/,https://maps.app.goo.gl/wYox81VYEv6YGJzBA,57,3.8
102,Japan,Nagoya,"메타워터 하수도 과학관 나고야","월, 화, 수, 목, 금, 토, 일: 오전 9:30 ~ 오후 4:30",,,,전화번호: +81529112301 홈페이지: http://waterlab.nagoya/,https://maps.app.goo.gl/fFdVkgfM97gDubVSA,242,3.8
103,Japan,Nagoya,Shimochaya Park,"월, 화, 수, 목, 금, 토, 일: 오전 6:00 ~ 오후 10:00",,,,전화번호: +81529722492,https://maps.app.goo.gl/UhMzysBrjUYSE9Jg8,95,3.8
104,Japan,Nagoya,"사쿠라 천신사","월, 화, 수, 목, 금, 토, 일: 오전 10:00 ~ 오후 3:00",,,,전화번호: +81522314879 홈페이지: http://sakuratenjin.com/,https://maps.app.goo.gl/k4gacbb28PrQYYQz6,425,4.0
105,Japan,Nagoya,시모조노 공원,"월, 화, 수, 목, 금, 토, 일: Open 24 hours",,,,,https://maps.app.goo.gl/NQB8o4BmTPk1dAAg9,472,3.7
